"X","Obskey","Poskey","Tripkey","Group","Species","Age","Plumage","Sex","Count","Distance","Transect","Behaviour","Association","Direction","Prey","TurbineHeight","Notes"
327194,1100327194,110065818,110001057,NA,"720",NA,NA,NA,1,"E",0,NA,NA,NA,NA,NA,NA
327195,1100327195,110065819,110001057,NA,"720",NA,NA,NA,1,"E",0,NA,NA,NA,NA,NA,NA
327196,1100327196,110065819,110001057,NA,"720",NA,NA,NA,2,"2",0,NA,NA,NA,NA,NA,NA
327197,1100327197,110065820,110001057,NA,"720",NA,NA,NA,1,"2",0,NA,NA,NA,NA,NA,NA
327198,1100327198,110065822,110001057,NA,"6110",NA,NA,NA,1,"2",0,NA,NA,NA,NA,NA,NA
327199,1100327199,110065824,110001057,"2","720",NA,NA,NA,2,"D",1,NA,NA,NA,NA,NA,NA
327200,1100327200,110065824,110001057,"2","710","A",NA,NA,1,"C",1,"Y",NA,NA,NA,NA,NA
327201,1100327201,110065824,110001057,"2","710","A",NA,NA,1,"B",1,NA,NA,NA,NA,NA,NA
327202,1100327202,110065824,110001057,"2","720",NA,NA,NA,6,"E",0,NA,NA,NA,NA,NA,NA
327203,1100327203,110065824,110001057,"2","710",NA,NA,NA,1,"C",1,"Y",NA,NA,NA,NA,NA
327204,1100327204,110065824,110001057,"2","6150",NA,NA,NA,18,"E",0,"Y",NA,NA,NA,NA,NA
327205,1100327205,110065824,110001057,"2","5910","A",NA,NA,1,"E",0,NA,NA,NA,NA,NA,NA
327206,1100327206,110065824,110001057,"2","710",NA,NA,NA,12,"U",1,"Y",NA,NA,NA,NA,NA
327207,1100327207,110065824,110001057,"2","710",NA,NA,NA,6,"U",0,"Y",NA,NA,NA,NA,NA
327208,1100327208,110065824,110001057,"2","5920","I",NA,NA,3,"E",0,"Y",NA,NA,NA,NA,NA
327209,1100327209,110065824,110001057,NA,"710","A",NA,NA,1,"2",0,NA,NA,NA,NA,NA,NA
327210,1100327210,110065825,110001057,NA,"5670","A","D",NA,1,"1",1,NA,NA,NA,NA,NA,NA
327211,1100327211,110065827,110001057,NA,"710",NA,NA,NA,1,"3",0,NA,NA,NA,NA,NA,NA
327212,1100327212,110065827,110001057,NA,"720",NA,NA,NA,1,"2",0,NA,NA,NA,NA,NA,NA
327213,1100327213,110065828,110001057,NA,"720",NA,NA,NA,1,"2",0,NA,NA,NA,NA,NA,NA
327214,1100327214,110065828,110001057,NA,"710","A",NA,NA,1,"B",1,NA,NA,NA,NA,NA,NA
327215,1100327215,110065828,110001057,NA,"710","A",NA,NA,1,"E",0,"Y",NA,NA,NA,NA,NA
327216,1100327216,110065829,110001057,NA,"710",NA,NA,NA,1,"2",0,NA,NA,NA,NA,NA,NA
327217,1100327217,110065829,110001057,NA,"710","A",NA,NA,1,"2",0,NA,NA,NA,NA,NA,NA
327218,1100327218,110065829,110001057,NA,"6150","A",NA,NA,1,"2",0,NA,NA,NA,NA,NA,NA
327219,1100327219,110065829,110001057,NA,"710","3",NA,NA,1,"2",0,NA,NA,NA,NA,NA,NA
327220,1100327220,110065830,110001057,"3","2130",NA,NA,"F",1,"2",0,NA,NA,NA,NA,NA,NA
327221,1100327221,110065830,110001057,"3","2130",NA,NA,"M",4,"2",0,NA,NA,NA,NA,NA,NA
327222,1100327222,110065830,110001057,NA,"710","3",NA,NA,1,"2",0,NA,NA,NA,NA,NA,NA
327223,1100327223,110065830,110001057,NA,"710","A",NA,NA,1,"C",1,NA,NA,NA,NA,NA,NA
327224,1100327224,110065830,110001057,NA,"710","A",NA,NA,1,"2",0,NA,NA,NA,NA,NA,NA
327225,1100327225,110065831,110001057,NA,"5900","2",NA,NA,1,"2",0,NA,NA,NA,NA,NA,NA
327226,1100327226,110065831,110001057,NA,"710","A",NA,NA,1,"C",1,NA,NA,NA,NA,NA,NA
327227,1100327227,110065831,110001057,NA,"710","A",NA,NA,1,"A",1,"DF",NA,NA,NA,NA,NA
327228,1100327228,110065831,110001057,NA,"710","A",NA,NA,1,"B",1,NA,NA,NA,NA,NA,NA
327229,1100327229,110065832,110001057,NA,"220",NA,"L",NA,1,"2",0,NA,NA,NA,NA,NA,NA
327230,1100327230,110065832,110001057,NA,"6150","A",NA,NA,2,"2",1,"Z",NA,NA,NA,NA,NA
327231,1100327231,110065833,110001057,NA,"710","2",NA,NA,1,"C",1,NA,NA,NA,NA,NA,NA
327232,1100327232,110065833,110001057,NA,"710","3",NA,NA,1,"C",1,NA,NA,NA,NA,NA,NA
327233,1100327233,110065833,110001057,NA,"6345",NA,NA,NA,1,"2",0,NA,NA,NA,NA,NA,NA
327234,1100327234,110065834,110001057,NA,"710","A",NA,NA,1,"C",1,NA,NA,NA,NA,NA,NA
327235,1100327235,110065834,110001057,NA,"710","4",NA,NA,1,"B",1,NA,NA,NA,NA,NA,NA
327236,1100327236,110065837,110001057,NA,"5910","A",NA,NA,1,"2",0,NA,NA,NA,NA,NA,NA
327237,1100327237,110065841,110001057,NA,"5910","A",NA,NA,1,"2",0,NA,NA,NA,NA,NA,NA
327238,1100327238,110065842,110001057,NA,"710","A",NA,NA,2,"2",0,NA,NA,NA,NA,NA,NA
327239,1100327239,110065843,110001057,NA,"5910","A",NA,NA,1,"2",0,NA,NA,NA,NA,NA,NA
327240,1100327240,110065844,110001057,NA,"5910","3",NA,NA,1,"2",1,NA,NA,NA,NA,NA,NA
327241,1100327241,110065844,110001057,NA,"710","A",NA,NA,1,"2",0,NA,NA,NA,NA,NA,NA
327242,1100327242,110065844,110001057,NA,"5910","3",NA,NA,1,"2",1,NA,NA,NA,NA,NA,NA
327243,1100327243,110065846,110001057,NA,"710","A",NA,NA,1,"3",0,NA,NA,NA,NA,NA,NA
327244,1100327244,110065849,110001057,NA,"6110","A",NA,NA,2,"2",0,NA,NA,NA,NA,NA,NA
327245,1100327245,110065855,110001057,NA,"710",NA,NA,NA,1,"3",0,NA,NA,NA,NA,NA,NA
327246,1100327246,110065855,110001057,NA,"710",NA,NA,NA,1,"E",0,"Y",NA,NA,NA,NA,NA
327247,1100327247,110065856,110001057,"4","710","A",NA,NA,2,"C",1,NA,NA,NA,NA,NA,NA
327248,1100327248,110065856,110001057,"4","710","A",NA,NA,1,"D",1,NA,NA,NA,NA,NA,NA
327249,1100327249,110065858,110001057,NA,"710","A",NA,NA,1,"2",0,NA,NA,NA,NA,NA,NA
327250,1100327250,110065859,110001057,NA,"710","A",NA,NA,1,"E",0,NA,NA,NA,NA,NA,NA
327251,1100327251,110065862,110001057,NA,"6110","A",NA,NA,1,"2",0,NA,NA,NA,NA,NA,NA
327252,1100327252,110065862,110001057,NA,"6657",NA,NA,NA,1,"1",0,NA,"E",NA,NA,NA,NA
327253,1100327253,110065863,110001057,NA,"5910","A",NA,NA,1,"2",0,NA,NA,NA,NA,NA,NA
327254,1100327254,110065864,110001057,NA,"5910","3",NA,NA,1,"1",0,NA,NA,NA,NA,NA,NA
327255,1100327255,110065867,110001057,NA,"6110","A",NA,NA,2,"2",0,NA,NA,NA,NA,NA,NA
327256,1100327256,110065868,110001057,NA,"5920","I",NA,NA,1,"2",0,NA,NA,NA,NA,NA,NA
327257,1100327257,110065869,110001057,NA,"710","A",NA,NA,1,"2",1,NA,NA,NA,NA,NA,NA
327258,1100327258,110065869,110001057,NA,"5709",NA,NA,NA,1,"3",0,NA,NA,NA,NA,NA,NA
327259,1100327259,110065869,110001057,NA,"5900","2",NA,NA,1,"2",1,NA,NA,NA,NA,NA,NA
327260,1100327260,110065869,110001057,NA,"710","3",NA,NA,1,"D",1,NA,NA,NA,NA,NA,NA
327261,1100327261,110065869,110001057,NA,"710","A",NA,NA,3,"2",0,NA,NA,NA,NA,NA,NA
327262,1100327262,110065870,110001057,NA,"5910","3",NA,NA,1,"2",0,NA,NA,NA,NA,NA,NA
327263,1100327263,110065870,110001057,NA,"6150","A",NA,NA,2,"2",0,NA,NA,NA,NA,NA,NA
327264,1100327264,110065870,110001057,NA,"710","A",NA,NA,1,"2",0,NA,NA,NA,NA,NA,NA
327265,1100327265,110065870,110001057,NA,"5900","A",NA,NA,1,"2",0,NA,NA,NA,NA,NA,NA
327266,1100327266,110065871,110001057,NA,"5910","A",NA,NA,1,"1",1,NA,NA,NA,NA,NA,NA
327267,1100327267,110065871,110001057,NA,"5910","3",NA,NA,1,"2",0,NA,NA,NA,NA,NA,NA
327268,1100327268,110065872,110001057,NA,"710","A",NA,NA,1,"2",0,NA,NA,NA,NA,NA,NA
327269,1100327269,110065873,110001057,NA,"5910","A",NA,NA,1,"2",0,NA,NA,NA,NA,NA,NA
327270,1100327270,110065873,110001057,NA,"5910","3",NA,NA,1,"2",1,NA,NA,NA,NA,NA,NA
327271,1100327271,110065874,110001057,NA,"5910","A",NA,NA,1,"2",0,NA,NA,NA,NA,NA,NA
327272,1100327272,110065874,110001057,NA,"710","A",NA,NA,2,"2",0,NA,NA,NA,NA,NA,NA
327273,1100327273,110065875,110001057,NA,"6110","A",NA,NA,1,"2",0,NA,NA,NA,NA,NA,NA
327274,1100327274,110065875,110001057,NA,"6150","A",NA,NA,1,"2",1,NA,NA,NA,NA,NA,NA
327275,1100327275,110065876,110001057,NA,"6110","A",NA,NA,2,"2",0,NA,NA,NA,NA,NA,NA
327276,1100327276,110065876,110001057,NA,"5910","A",NA,NA,1,"2",0,NA,NA,NA,NA,NA,NA
327277,1100327277,110065877,110001057,NA,"6110","A",NA,NA,2,"2",0,NA,NA,NA,NA,NA,NA
327278,1100327278,110065879,110001057,NA,"5910","A",NA,NA,1,"B",1,NA,NA,NA,NA,NA,NA
327279,1100327279,110065881,110001057,NA,"710","2",NA,NA,1,"2",0,NA,NA,NA,NA,NA,NA
327280,1100327280,110065883,110001057,NA,"6110","A",NA,NA,2,"2",1,NA,NA,NA,NA,NA,NA
327281,1100327281,110065883,110001057,NA,"5910","A",NA,NA,1,"1",1,NA,NA,NA,NA,NA,NA
327282,1100327282,110065884,110001057,NA,"6150","A",NA,NA,2,"2",1,NA,NA,NA,NA,NA,NA
327283,1100327283,110065886,110001057,NA,"6150","A",NA,NA,7,"2",1,NA,NA,NA,NA,NA,NA
327284,1100327284,110065886,110001057,NA,"6150","A",NA,NA,2,"2",1,NA,NA,NA,NA,NA,NA
327285,1100327285,110065889,110001057,NA,"6110","A",NA,NA,1,"2",0,NA,NA,NA,NA,NA,NA
327286,1100327286,110065890,110001057,NA,"2130",NA,NA,NA,6,"2",0,NA,NA,NA,NA,NA,NA
327287,1100327287,110065890,110001057,NA,"6110","A",NA,NA,1,"2",0,NA,NA,NA,NA,NA,NA
327288,1100327288,110065894,110001057,NA,"2130",NA,NA,"M",10,"2",0,NA,NA,NA,NA,NA,NA
327289,1100327289,110065896,110001057,"5","5910","2",NA,NA,1,"2",0,NA,NA,NA,NA,NA,NA
327290,1100327290,110065896,110001057,"5","5910","3",NA,NA,1,"2",0,NA,NA,NA,NA,NA,NA
327291,1100327291,110065898,110001057,"6","5910",NA,NA,NA,20,"1",0,NA,"E",NA,NA,NA,NA
327292,1100327292,110065898,110001057,"6","6150",NA,NA,NA,2,"1",0,NA,"E",NA,NA,NA,NA
327293,1100327293,110065898,110001057,"6","5920","2",NA,NA,2,"1",0,NA,"E",NA,NA,NA,NA
327294,1100327294,110065898,110001057,"6","5900","2",NA,NA,1,"1",0,NA,"E",NA,NA,NA,NA
327295,1100327295,110065906,110001057,NA,"6150",NA,NA,NA,3,"2",0,NA,NA,NA,NA,NA,NA
327296,1100327296,110065907,110001057,NA,"2130",NA,NA,NA,2,"3",0,NA,NA,NA,NA,NA,NA
327297,1100327297,110065910,110001057,NA,"5910","A",NA,NA,1,"2",0,NA,NA,NA,NA,NA,NA
327298,1100327298,110065913,110001057,NA,"6150","A",NA,NA,1,"2",1,NA,NA,NA,NA,NA,NA
327299,1100327299,110065915,110001057,NA,"6110","A",NA,NA,2,"1",0,NA,NA,NA,NA,NA,NA
327300,1100327300,110065916,110001057,NA,"5910","A",NA,NA,1,"2",0,NA,NA,NA,NA,NA,NA
327301,1100327301,110065918,110001057,NA,"5900","2",NA,NA,1,"2",0,NA,NA,NA,NA,NA,NA
327302,1100327302,110065919,110001057,NA,"6110","A",NA,NA,3,"2",1,NA,NA,NA,NA,NA,NA
327303,1100327303,110065919,110001057,NA,"6110",NA,NA,NA,2,"3",0,NA,NA,NA,NA,NA,NA
327304,1100327304,110065919,110001057,NA,"6110","A",NA,NA,2,"2",0,NA,NA,NA,NA,NA,NA
327305,1100327305,110065921,110001057,NA,"6110","A",NA,NA,2,"1",1,NA,NA,NA,NA,NA,NA
327306,1100327306,110065921,110001057,NA,"6110","A",NA,NA,1,"1",0,NA,NA,NA,NA,NA,NA
327307,1100327307,110065922,110001057,NA,"5900","2",NA,NA,1,"1",1,NA,NA,NA,NA,NA,NA
327308,1100327308,110065923,110001057,NA,"5910","A",NA,NA,1,"1",1,NA,NA,NA,NA,NA,NA
327309,1100327309,110065923,110001057,NA,"6150",NA,NA,NA,2,"2",0,NA,NA,NA,NA,NA,NA
327310,1100327310,110065923,110001057,NA,"5920","3",NA,NA,1,"1",0,NA,NA,NA,NA,NA,NA
327311,1100327311,110065923,110001057,NA,"6150","A",NA,NA,1,"2",0,NA,NA,NA,NA,NA,NA
327312,1100327312,110065923,110001057,NA,"6150","A",NA,NA,1,"2",0,NA,NA,NA,NA,NA,NA
327313,1100327313,110065923,110001057,NA,"6150","A",NA,NA,1,"1",0,NA,NA,NA,NA,NA,NA
327314,1100327314,110065923,110001057,NA,"6150","A",NA,NA,2,"1",0,NA,NA,NA,NA,NA,NA
327315,1100327315,110065923,110001057,NA,"6150","A",NA,NA,2,"1",0,NA,NA,NA,NA,NA,NA
327316,1100327316,110065924,110001057,NA,"6150","A",NA,NA,4,"2",1,NA,NA,NA,NA,NA,NA
327317,1100327317,110065924,110001057,NA,"5900","2",NA,NA,11,"B",1,NA,NA,NA,NA,NA,NA
327318,1100327318,110065924,110001057,NA,"5820","2",NA,NA,1,"1",1,NA,NA,NA,NA,NA,NA
332202,1100332202,110068027,110001068,NA,"5900","A",NA,NA,2,"2",1,NA,NA,NA,NA,NA,NA
332203,1100332203,110068027,110001068,NA,"5820","A",NA,NA,3,"2",1,NA,NA,NA,NA,NA,NA
332204,1100332204,110068027,110001068,NA,"5820","A",NA,NA,2,"1",0,NA,NA,NA,NA,NA,NA
332205,1100332205,110068027,110001068,NA,"5900","2",NA,NA,1,"2",0,NA,NA,NA,NA,NA,NA
332206,1100332206,110068028,110001068,NA,"15820",NA,NA,NA,45,"2",0,NA,NA,"SE",NA,NA,NA
332207,1100332207,110068028,110001068,NA,"15820",NA,NA,NA,8,"2",0,NA,NA,"SE",NA,NA,NA
332208,1100332208,110068028,110001068,NA,"15820",NA,NA,NA,15,"2",0,NA,NA,"SE",NA,NA,NA
332209,1100332209,110068028,110001068,NA,"6000","2",NA,NA,1,"1",0,NA,NA,NA,NA,NA,NA
332210,1100332210,110068028,110001068,NA,"5920","I",NA,NA,1,"2",0,NA,NA,NA,NA,NA,NA
332211,1100332211,110068028,110001068,NA,"5910","A",NA,NA,1,"2",0,NA,NA,NA,NA,NA,NA
332212,1100332212,110068028,110001068,NA,"15820",NA,NA,NA,20,"2",0,NA,NA,"SE",NA,NA,NA
332213,1100332213,110068030,110001068,NA,"5920","1",NA,NA,1,"2",1,NA,NA,NA,NA,NA,NA
332214,1100332214,110068030,110001068,NA,"5900","1",NA,NA,1,"2",1,NA,NA,NA,NA,NA,NA
332215,1100332215,110068030,110001068,NA,"15820",NA,NA,NA,6,"2",0,NA,NA,"SE",NA,NA,NA
332216,1100332216,110068031,110001068,NA,"5910","1",NA,NA,1,"2",0,NA,NA,NA,NA,NA,NA
332217,1100332217,110068031,110001068,NA,"15820",NA,NA,NA,14,"2",0,NA,NA,"SE",NA,NA,NA
332218,1100332218,110068031,110001068,NA,"5900","A",NA,NA,1,"2",0,NA,NA,NA,NA,NA,NA
332219,1100332219,110068031,110001068,NA,"5900","2",NA,NA,1,"2",1,NA,NA,NA,NA,NA,NA
332220,1100332220,110068031,110001068,NA,"5910","A",NA,NA,1,"2",1,NA,NA,NA,NA,NA,NA
332221,1100332221,110068031,110001068,NA,"5920","1",NA,NA,3,"2",1,NA,NA,NA,NA,NA,NA
332222,1100332222,110068031,110001068,NA,"15820",NA,NA,NA,7,"2",0,NA,NA,"SE",NA,NA,NA
332223,1100332223,110068031,110001068,NA,"5900","2",NA,NA,1,"2",0,NA,NA,NA,NA,NA,NA
332224,1100332224,110068032,110001068,NA,"5910","A",NA,NA,1,"2",1,NA,NA,NA,NA,NA,NA
332225,1100332225,110068032,110001068,NA,"5910","A",NA,NA,1,"2",0,NA,NA,NA,NA,NA,NA
332226,1100332226,110068032,110001068,NA,"5900","2",NA,NA,1,"1",1,NA,NA,NA,NA,NA,NA
332227,1100332227,110068032,110001068,NA,"5910","A",NA,NA,1,"2",0,NA,NA,NA,NA,NA,NA
332228,1100332228,110068032,110001068,NA,"6000","1",NA,NA,1,"1",0,NA,NA,NA,NA,NA,NA
332229,1100332229,110068032,110001068,NA,"5920","2",NA,NA,1,"1",0,NA,NA,NA,NA,NA,NA
332230,1100332230,110068032,110001068,NA,"5910","A",NA,NA,1,"2",1,NA,NA,NA,NA,NA,NA
332231,1100332231,110068032,110001068,NA,"5900","2",NA,NA,1,"1",1,NA,NA,NA,NA,NA,NA
332232,1100332232,110068032,110001068,NA,"15820",NA,NA,NA,7,"1",0,NA,NA,"SE",NA,NA,NA
332233,1100332233,110068032,110001068,NA,"15820",NA,NA,NA,10,"1",0,NA,NA,"SE",NA,NA,NA
332234,1100332234,110068034,110001068,"1","5780","A",NA,NA,1,"D",1,"P",NA,NA,NA,NA,NA
332235,1100332235,110068034,110001068,"1","5780","2",NA,NA,1,"D",1,"P",NA,NA,NA,NA,NA
332236,1100332236,110068034,110001068,"2","5910","A",NA,NA,1,"1",0,NA,NA,NA,NA,NA,NA
332237,1100332237,110068034,110001068,"2","5910","1",NA,NA,1,"1",0,NA,NA,NA,NA,NA,NA
332238,1100332238,110068034,110001068,"2","5910","2",NA,NA,1,"1",0,NA,NA,NA,NA,NA,NA
332239,1100332239,110068034,110001068,NA,"720",NA,NA,NA,3,"2",0,NA,NA,NA,NA,NA,NA
332240,1100332240,110068035,110001068,NA,"5900","2",NA,NA,2,"2",0,NA,NA,NA,NA,NA,NA
332241,1100332241,110068035,110001068,NA,"1680",NA,NA,NA,11,"2",0,NA,NA,"SW",NA,NA,NA
332242,1100332242,110068035,110001068,NA,"15820",NA,NA,NA,50,"2",0,NA,NA,"SE",NA,NA,NA
332243,1100332243,110068035,110001068,NA,"5780","A",NA,NA,1,"2",0,NA,NA,NA,NA,NA,NA
332244,1100332244,110068035,110001068,NA,"5910","A",NA,NA,1,"2",0,NA,NA,NA,NA,NA,NA
332245,1100332245,110068035,110001068,NA,"15820",NA,NA,NA,8,"2",0,NA,NA,"SE",NA,NA,NA
332246,1100332246,110068035,110001068,NA,"15820",NA,NA,NA,5,"1",0,NA,NA,"SE",NA,NA,NA
332247,1100332247,110068035,110001068,NA,"5900","2",NA,NA,1,"2",0,NA,NA,NA,NA,NA,NA
332248,1100332248,110068036,110001068,NA,"5709",NA,NA,NA,1,"E",0,NA,NA,NA,NA,NA,NA
332249,1100332249,110068036,110001068,NA,"59",NA,NA,NA,1,"E",0,NA,NA,NA,NA,NA,NA
332250,1100332250,110068037,110001068,NA,"5900","1",NA,NA,1,"1",0,NA,NA,NA,NA,NA,NA
332251,1100332251,110068037,110001068,NA,"5910","1",NA,NA,1,"1",0,NA,NA,NA,NA,NA,NA
332252,1100332252,110068037,110001068,NA,"5900","A",NA,NA,1,"2",1,NA,NA,NA,NA,NA,NA
332253,1100332253,110068037,110001068,NA,"5910","A",NA,NA,1,"2",0,NA,NA,NA,NA,NA,NA
332254,1100332254,110068037,110001068,NA,"5900","A",NA,NA,1,"1",1,NA,NA,NA,NA,NA,NA
332255,1100332255,110068037,110001068,NA,"5910","1",NA,NA,1,"2",1,NA,NA,NA,NA,NA,NA
332256,1100332256,110068037,110001068,NA,"5900","1",NA,NA,2,"2",1,NA,NA,NA,NA,NA,NA
332257,1100332257,110068037,110001068,NA,"5910","A",NA,NA,1,"2",1,NA,NA,NA,NA,NA,NA
332258,1100332258,110068038,110001068,NA,"5900","1",NA,NA,1,"1",0,NA,NA,NA,NA,NA,NA
332259,1100332259,110068038,110001068,NA,"5900","1",NA,NA,1,"1",0,NA,NA,NA,NA,NA,NA
332260,1100332260,110068038,110001068,NA,"5910","A",NA,NA,1,"1",1,NA,NA,NA,NA,NA,NA
332261,1100332261,110068038,110001068,NA,"5910","A",NA,NA,1,"2",1,NA,NA,NA,NA,NA,NA
332262,1100332262,110068038,110001068,NA,"5780","A",NA,NA,1,"E",0,"P",NA,NA,NA,NA,NA
332263,1100332263,110068039,110001068,"3","5910","A",NA,NA,1,"D",1,NA,NA,NA,NA,NA,NA
332264,1100332264,110068039,110001068,"3","6000","A",NA,NA,1,"D",1,NA,NA,NA,NA,NA,NA
332265,1100332265,110068039,110001068,"3","5910","2",NA,NA,1,"D",1,NA,NA,NA,NA,NA,NA
332266,1100332266,110068039,110001068,NA,"5900","1",NA,NA,1,"1",1,NA,NA,NA,NA,NA,NA
332267,1100332267,110068039,110001068,NA,"5900","A",NA,NA,1,"1",0,NA,NA,NA,NA,NA,NA
332268,1100332268,110068039,110001068,NA,"15820",NA,NA,NA,35,"2",0,NA,NA,"SE",NA,NA,NA
332269,1100332269,110068039,110001068,NA,"5900","A",NA,NA,1,"2",1,NA,NA,NA,NA,NA,NA
332270,1100332270,110068039,110001068,NA,"9760",NA,NA,NA,1,"2",0,NA,NA,"SE",NA,NA,NA
332271,1100332271,110068040,110001068,NA,"5900","A",NA,NA,1,"1",0,NA,NA,NA,NA,NA,NA
332272,1100332272,110068040,110001068,NA,"15820",NA,NA,NA,12,"2",0,NA,NA,"SE",NA,NA,NA
332273,1100332273,110068040,110001068,NA,"5780","A",NA,NA,2,"2",1,"Z",NA,NA,NA,NA,NA
332274,1100332274,110068040,110001068,NA,"5900","1",NA,NA,1,"2",1,NA,NA,NA,NA,NA,NA
332275,1100332275,110068040,110001068,NA,"5910","2",NA,NA,1,"E",0,NA,NA,NA,NA,NA,NA
332276,1100332276,110068040,110001068,NA,"5910","A",NA,NA,1,"1",0,NA,NA,NA,NA,NA,NA
332277,1100332277,110068040,110001068,NA,"5910","2",NA,NA,1,"2",0,NA,NA,NA,NA,NA,NA
332278,1100332278,110068041,110001068,NA,"20",NA,NA,NA,1,"2",0,NA,NA,"SW",NA,NA,NA
332279,1100332279,110068041,110001068,NA,"5910","A",NA,NA,1,"2",0,NA,NA,NA,NA,NA,NA
332280,1100332280,110068041,110001068,NA,"5910","3",NA,NA,1,"2",0,NA,NA,NA,NA,NA,NA
332281,1100332281,110068041,110001068,NA,"5920","1",NA,NA,1,"2",0,NA,NA,NA,NA,NA,NA
332282,1100332282,110068041,110001068,NA,"15820",NA,NA,NA,12,"2",0,NA,NA,"SE",NA,NA,NA
332283,1100332283,110068041,110001068,NA,"15820",NA,NA,NA,2,"2",0,NA,NA,NA,NA,NA,NA
332284,1100332284,110068042,110001068,NA,"6000","A",NA,NA,1,"U",1,"DF",NA,NA,NA,NA,NA
332285,1100332285,110068042,110001068,NA,"15820",NA,NA,NA,150,"2",0,NA,NA,"SW",NA,NA,NA
332286,1100332286,110068043,110001068,NA,"5900","2",NA,NA,1,"2",1,NA,NA,NA,NA,NA,NA
332287,1100332287,110068043,110001068,NA,"5910","1",NA,NA,1,"E",0,NA,NA,NA,NA,NA,NA
332288,1100332288,110068043,110001068,NA,"15820",NA,NA,NA,20,"2",0,NA,NA,"SW",NA,NA,NA
332289,1100332289,110068044,110001068,NA,"63510",NA,NA,NA,1,"D",1,NA,NA,NA,NA,NA,NA
332290,1100332290,110068044,110001068,NA,"5780","A",NA,NA,1,"2",0,NA,NA,NA,NA,NA,NA
332291,1100332291,110068045,110001068,NA,"6000","1",NA,NA,1,"D",1,NA,NA,NA,NA,NA,NA
332292,1100332292,110068045,110001068,NA,"5900","A",NA,NA,1,"2",0,NA,NA,NA,NA,NA,NA
332293,1100332293,110068045,110001068,NA,"5910","3",NA,NA,1,"2",0,NA,NA,NA,NA,NA,NA
332294,1100332294,110068045,110001068,NA,"5780","2",NA,NA,1,"1",0,NA,NA,NA,NA,NA,NA
332295,1100332295,110068047,110001068,NA,"6340",NA,NA,NA,1,"2",0,NA,NA,NA,NA,NA,NA
332296,1100332296,110068047,110001068,NA,"15820",NA,NA,NA,22,"2",0,NA,NA,"SW",NA,NA,NA
332297,1100332297,110068047,110001068,NA,"5910","A",NA,NA,1,"D",1,"DF",NA,NA,NA,NA,NA
332298,1100332298,110068047,110001068,NA,"5910","2",NA,NA,1,"2",0,NA,NA,NA,NA,NA,NA
332299,1100332299,110068047,110001068,NA,"6360",NA,NA,NA,1,"E",0,NA,NA,NA,NA,NA,NA
332300,1100332300,110068047,110001068,NA,"6020","1",NA,NA,1,"2",0,NA,NA,NA,NA,NA,NA
332301,1100332301,110068047,110001068,NA,"5927","1",NA,NA,1,"1",0,NA,NA,NA,NA,NA,NA
332302,1100332302,110068047,110001068,NA,"63510",NA,NA,NA,2,"U",1,NA,NA,NA,NA,NA,NA
332303,1100332303,110068048,110001068,NA,"710","3",NA,NA,1,"D",1,NA,NA,NA,NA,NA,NA
332304,1100332304,110068048,110001068,NA,"5780","1",NA,NA,1,"1",0,NA,NA,NA,NA,NA,NA
332305,1100332305,110068049,110001068,"4","6360",NA,NA,NA,7,"D",1,NA,NA,NA,NA,NA,NA
332306,1100332306,110068049,110001068,"4","6020","A",NA,NA,2,"D",1,NA,NA,NA,NA,NA,NA
332307,1100332307,110068049,110001068,NA,"710","A",NA,NA,1,"D",1,NA,NA,NA,NA,NA,NA
332308,1100332308,110068049,110001068,NA,"6360",NA,NA,NA,1,"E",0,NA,NA,NA,NA,NA,NA
332309,1100332309,110068049,110001068,NA,"6360",NA,NA,NA,7,"E",0,NA,NA,NA,NA,NA,NA
332310,1100332310,110068049,110001068,NA,"6360",NA,NA,NA,2,"E",0,NA,NA,NA,NA,NA,NA
332311,1100332311,110068049,110001068,NA,"5780","A",NA,NA,2,"2",0,NA,NA,NA,NA,NA,NA
332312,1100332312,110068049,110001068,NA,"6360",NA,NA,NA,2,"E",0,NA,NA,NA,NA,NA,NA
332313,1100332313,110068049,110001068,NA,"710","A",NA,NA,3,"E",0,NA,NA,NA,NA,NA,NA
332314,1100332314,110068050,110001068,"5","6360",NA,NA,NA,12,"D",1,NA,NA,NA,NA,NA,NA
332315,1100332315,110068050,110001068,"5","5900","2",NA,NA,1,"D",1,NA,NA,NA,NA,NA,NA
332316,1100332316,110068050,110001068,"5","5910","2",NA,NA,1,"D",1,NA,NA,NA,NA,NA,NA
332317,1100332317,110068050,110001068,"5","5910",NA,NA,NA,1,"D",1,NA,NA,NA,NA,NA,NA
332318,1100332318,110068050,110001068,"5","5780","A",NA,NA,3,"2",1,"Z",NA,NA,NA,NA,NA
332319,1100332319,110068050,110001068,NA,"6360","A","W",NA,2,"B",1,NA,NA,NA,NA,NA,NA
332320,1100332320,110068050,110001068,NA,"5910","A",NA,NA,1,"B",1,"DF",NA,NA,NA,NA,NA
332321,1100332321,110068051,110001068,NA,"6360",NA,NA,NA,6,"E",0,NA,NA,NA,NA,NA,NA
332322,1100332322,110068051,110001068,NA,"6360",NA,NA,NA,8,"D",1,NA,NA,NA,NA,NA,NA
332323,1100332323,110068051,110001068,NA,"6360",NA,NA,NA,2,"D",1,NA,NA,NA,NA,NA,NA
332324,1100332324,110068051,110001068,NA,"6360",NA,NA,NA,5,"E",0,NA,NA,NA,NA,NA,NA
